"","","","","/D Administrative Base Code","#D0110101","#D01102","#D0120101","#D0130201","#D01401","#D0140201","#D0140301","#D0210101","#D0210201","#D0210301","#D0220103","#D02202","#D02204","#D02206","#D02207","#D0310301","#D0310401","#D0310501","#D0310601","#D0310701","#D0310801","#D0310901","#D0311001","#D0311101","#D0311201","#D03113","#D03114","#D0311501","#D0312301","#D0320101","#D0320201","#D0320301","#D0330103","#D0330203","#D0330303","#D0330403","#D0330503","#D0330603","#D0330703","#D0331103","#D03312","#D03313","#D0331403","#D0331503","#D0331603","#D0331703","#D0331804","#D0331903","#D0332003","#D0332103"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0110101_Financial power index (Prefecture)[-]","#D01102_Real term balance of revenue to expenditure (Prefecture)[%]","#D0120101_Percentage of self-financial resources (Prefecture)[%]","#D0130201_Percentage of outstanding amount of local bonds to expenditure (Prefecture)[%]","#D01401_Real term of current balance (Prefecture)[%]","#D0140201_Percentage of investment expenditure (Prefecture)[%]","#D0140301_Percentage of revenues from local taxes and grants (Prefecture)[%]","#D0210101_Percentage of local taxes (Prefecture)[%]","#D0210201_Percentage of grants to local governments (Prefecture)[%]","#D0210301_Percentage of national disbursements (Prefecture)[%]","#D0220103_Resident tax per capita (Prefecture + Municipality)[thousand yen]","#D02202_Fixed assets tax per capita (Prefecture + Municipality)[thousand yen]","#D02204_Amount of national tax (per capita)[thousand yen]","#D02206_Taxable income (per tax debtor)[thousand yen]","#D02207_Ratio of taxpayer (per capita)[%]","#D0310301_Percentage of welfare expenditure (Prefecture)[%]","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]","#D0310501_Percentage of welfare expenditure for the aged (Prefecture)[%]","#D0310601_Percentage of welfare expenditure for children (Prefecture)[%]","#D0310701_Percentage of expenditure for livelihood protection (Prefecture)[%]","#D0310801_Percentage of health expenditure (Prefecture)[%]","#D0310901_Percentage of labour expenditure (Prefecture)[%]","#D0311001_Percentage of agriculture, forestry and fishery expenditure (Prefecture)[%]","#D0311101_Percentage of commerce and manufacturing expenditure (Prefecture)[%]","#D0311201_Percentage of public works expenditure (Prefecture)[%]","#D03113_Percentage of police expenditure (Prefecture)[%]","#D03114_Percentage of fire service expenditure (Tokyo-to + Municipality)[%]","#D0311501_Percentage of education expenditure (Prefecture)[%]","#D0312301_Percentage of disaster relief expenditure (Prefecture)[%]","#D0320101_Percentage of personnel expenses (Prefecture)[%]","#D0320201_Percentage of allowances (Prefecture)[%]","#D0320301_Percentage of ordinary construction expenses (Prefecture)[%]","#D0330103_Total expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330203_Welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330303_Social welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330403_Social welfare expenditure for aged persons per capita 65 years old and over (Prefecture + Municipality)[thousand yen]","#D0330503_Welfare expenditure for children per capita 0-17 years old (Prefecture + Municipality)[thousand yen]","#D0330603_Welfare expenditure for livelihood protection per person assisted by livelihood protection (Prefecture + Municipality)[thousand yen]","#D0330703_Health expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331103_Public works expenditure per capita (Prefecture + Municipality)[thousand yen]","#D03312_Police expenditure per capita (Prefecture)[thousand yen]","#D03313_Fire service expenditure per capita (Tokyo-to + Municipality)[thousand yen]","#D0331403_Education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331503_Elementary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331603_Lower secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331703_Upper secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331804_Expenditure for schools for special needs education per student (Prefecture + Municipality)[thousand yen]","#D0331903_Kindergarten expenditure per pupil (Prefecture + Municipality)[thousand yen]","#D0332003_Social education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0332103_Disaster relief expenditure per capita (Prefecture + Municipality)[thousand yen]"
"2010100000","2010","30000","Wakayama-ken","","0.328","1.5","36.9","164.9","89.1","21.1","47.6","15.49","28.55","15.58","82.4","59.9","278.9","2,935.5","37.5","12.62","4.39","5.30","2.25","0.66","3.55","1.24","5.46","12.93","15.61","5.30","4.15","20.51","0.22","27.56","1.97","20.90","1,017.7","209.2","60.0","229.2","389.4","1,861.3","67.0","135.5","28.5","19.9","160.0","904.0","1,020.5","939.6","7,410.8","252.8","10.1","2.6"
"2010100000","2010","31000","Tottori-ken","","0.262","4.1","29.1","184.2","86.5","21.2","52.3","13.85","33.65","17.22","75.0","58.2","134.5","2,592.9","40.1","12.37","3.36","5.05","3.40","0.55","3.22","1.91","7.97","3.50","16.39","4.67","4.82","19.82","0.07","25.46","2.04","21.15","1,148.5","216.6","57.6","236.6","484.5","1,620.5","65.0","148.1","28.2","26.2","169.4","932.9","1,029.3","1,305.4","6,476.4","99.2","17.4","1.0"
"2010100000","2010","32000","Shimane-ken","","0.236","1.5","34.5","184.1","89.3","24.1","45.8","11.10","30.89","16.97","77.2","57.8","131.8","2,621.0","41.4","9.90","2.90","4.76","2.18","0.05","3.46","1.71","7.59","13.21","17.78","3.66","3.49","16.66","0.27","21.33","1.90","23.78","1,424.1","227.4","61.9","257.3","487.2","1,770.9","94.7","197.2","27.9","23.1","190.7","1,038.2","1,144.1","1,352.4","8,063.1","689.6","18.7","5.3"
"2010100000","2010","33000","Okayama-ken","","0.514","0.5","45.3","183.7","89.4","13.3","53.7","26.46","22.71","12.13","92.5","65.2","326.7","2,878.9","41.7","13.16","3.60","7.11","2.24","0.20","2.71","0.70","14.59","2.15","9.80","6.13","3.85","23.76","0.45","29.98","1.63","12.81","793.2","177.7","41.3","221.0","356.9","1,804.3","51.0","90.0","22.6","16.3","130.5","692.0","802.9","885.0","6,744.3","416.9","8.9","2.8"
"2010100000","2010","34000","Hiroshima-ken","","0.584","1.0","43.6","212.9","89.4","12.7","56.4","31.21","20.09","14.18","105.9","68.5","245.8","3,044.8","43.6","14.69","4.03","7.30","3.16","0.18","4.39","1.64","3.47","3.38","12.09","6.32","3.65","25.70","0.66","31.79","3.10","12.08","809.4","184.0","44.9","213.5","374.9","1,721.4","63.6","108.8","20.9","17.5","135.7","767.5","898.5","978.0","10,298.7","98.5","9.0","4.4"
"2010100000","2010","35000","Yamaguchi-ken","","0.437","1.3","41.5","179.4","89.3","18.7","48.3","19.98","24.32","13.97","91.1","66.8","382.4","2,860.7","42.1","12.19","3.66","6.16","2.12","0.23","3.17","1.19","5.48","9.58","14.81","5.70","3.97","20.56","1.23","26.98","2.37","17.48","916.7","188.4","50.0","223.0","356.0","1,791.9","55.5","120.1","27.2","17.4","142.5","781.2","1,009.9","1,090.4","8,184.5","104.2","11.0","12.8"
"2010100000","2010","36000","Tokushima-ken","","0.304","3.6","40.9","205.2","89.9","16.5","50.0","15.35","29.37","14.42","89.2","65.8","166.2","2,844.0","38.0","11.84","2.95","5.32","2.45","1.10","4.07","2.39","6.09","11.09","11.75","4.73","4.23","17.64","0.21","24.66","2.68","16.30","1,081.2","211.4","49.7","248.9","415.3","1,780.8","69.9","113.7","28.1","20.7","162.7","927.9","1,241.7","940.7","7,780.4","536.3","9.3","2.5"
"2010100000","2010","37000","Kagawa-ken","","0.467","2.4","45.2","193.6","90.2","12.3","52.8","24.09","23.77","11.75","100.7","62.5","348.4","2,873.4","43.2","13.35","4.12","6.23","2.46","0.51","4.84","1.49","4.27","10.54","13.53","5.44","4.25","22.03","0.03","29.29","2.28","12.26","841.6","186.5","48.4","220.0","386.7","1,797.4","60.7","95.2","23.3","17.6","149.2","780.7","1,057.9","1,063.7","6,911.1","376.8","10.3","0.2"
"2010100000","2010","38000","Ehime-ken","","0.406","1.0","40.4","160.3","87.6","14.3","52.3","20.97","27.05","13.85","85.6","63.2","281.4","2,819.9","38.4","13.48","3.97","6.62","2.34","0.54","4.82","1.32","6.05","10.85","11.84","4.90","3.96","22.32","0.08","28.74","3.02","14.25","875.3","195.3","50.1","237.3","357.8","1,821.1","57.5","97.1","21.2","17.5","138.7","772.9","1,014.9","1,094.4","6,376.7","150.4","10.0","0.6"
"2010100000","2010","39000","Kochi-ken","","0.240","1.8","26.8","188.3","92.4","19.7","55.6","13.60","36.95","16.61","73.1","55.7","143.2","2,664.1","37.9","13.16","3.59","5.89","2.67","1.01","3.78","1.92","8.14","1.73","16.21","4.98","4.05","23.26","0.37","29.54","2.65","19.32","1,142.5","244.2","56.6","244.8","476.7","1,752.5","65.0","133.5","28.2","23.4","181.8","1,054.6","1,603.6","1,290.7","8,839.7","258.7","13.2","4.3"
"2010100000","2010","40000","Fukuoka-ken","","0.597","0.2","47.3","186.1","92.9","15.9","53.1","30.56","17.61","14.35","94.1","61.8","245.2","2,993.7","39.9","18.28","4.67","7.57","3.58","2.44","3.22","1.03","4.09","7.87","11.68","7.86","3.24","25.42","0.24","32.01","4.02","15.67","784.7","206.2","47.1","226.1","391.4","1,858.9","47.5","92.6","24.5","15.3","121.9","674.1","830.1","904.9","6,690.8","92.7","9.8","2.3"
"2010100000","2010","41000","Saga-ken","","0.324","2.3","36.8","156.4","85.9","23.6","50.7","16.81","29.19","15.67","76.7","56.5","148.9","2,670.9","39.2","12.64","3.53","5.21","3.46","0.44","3.44","2.24","8.90","9.14","12.90","4.57","5.56","20.02","0.61","27.10","2.25","22.97","987.7","196.0","47.8","246.4","398.4","1,916.3","57.4","108.4","24.2","25.4","147.7","685.4","885.1","892.2","9,655.8","53.3","13.9","7.1"
"2010100000","2010","42000","Nagasaki-ken","","0.297","0.3","34.2","170.0","93.7","21.6","50.5","15.45","30.63","17.85","73.9","48.3","136.8","2,719.4","37.7","13.27","3.98","6.11","2.74","0.44","4.14","1.49","8.05","8.89","13.78","5.81","3.54","22.47","0.16","28.61","3.58","21.46","1,020.6","230.0","67.6","241.8","395.3","1,661.7","66.2","117.9","28.2","18.9","153.2","844.3","1,036.4","1,100.3","6,921.4","181.3","10.8","2.1"
"2010100000","2010","43000","Kumamoto-ken","","0.370","3.4","33.4","176.8","90.8","20.3","49.6","18.15","26.82","22.16","73.4","50.8","140.2","2,705.3","37.2","14.33","3.85","6.66","3.31","0.51","8.86","1.56","8.61","4.65","12.95","4.69","4.75","20.46","0.15","26.35","2.76","20.15","915.4","207.9","51.0","241.9","435.3","1,812.8","80.5","102.0","20.9","22.3","139.2","859.8","961.9","907.2","6,144.3","150.6","9.1","1.4"
"2010100000","2010","44000","Oita-ken","","0.353","0.8","36.8","179.9","93.9","20.7","50.9","17.93","28.68","15.90","78.5","61.1","248.4","2,738.6","38.6","12.85","3.90","5.97","2.67","0.31","3.07","1.39","8.92","7.74","13.58","4.88","3.77","21.70","0.07","28.44","1.97","20.65","933.4","200.9","51.4","226.2","368.3","1,903.6","50.4","111.0","23.6","17.0","149.4","836.9","986.5","1,114.5","8,888.6","300.2","11.1","0.7"
"2010100000","2010","45000","Miyazaki-ken","","0.305","0.7","28.9","142.1","87.0","15.9","40.7","12.32","25.40","16.04","68.8","52.2","158.8","2,599.8","37.0","9.90","2.76","4.05","2.57","0.50","2.41","0.97","12.39","9.38","10.31","3.65","3.21","15.76","0.45","20.29","1.82","15.49","1,124.2","210.9","51.2","228.7","445.6","1,711.5","50.9","113.2","24.1","14.9","146.2","741.0","980.3","878.9","6,979.1","80.6","9.9","6.3"
"2010100000","2010","46000","Kagoshima-ken","","0.292","0.9","27.5","208.3","93.3","22.0","55.6","16.68","34.31","19.13","69.6","51.6","158.6","2,684.6","35.7","15.11","4.17","6.76","3.20","0.94","3.55","1.66","9.93","2.34","12.69","4.73","3.94","22.53","0.51","28.17","3.20","21.52","980.1","222.1","56.3","261.7","381.1","1,777.8","55.9","111.6","22.1","20.2","155.5","891.7","957.2","1,007.4","7,412.9","98.7","11.0","5.8"
"2010100000","2010","47000","Okinawa-ken","","0.289","1.1","27.3","107.6","88.5","22.8","51.0","15.65","31.46","27.35","64.0","52.1","190.8","2,709.7","31.4","15.55","5.14","4.21","4.93","1.27","4.30","1.91","9.16","4.20","14.07","5.05","2.91","23.93","0.05","29.57","3.93","22.71","930.8","226.4","64.1","224.7","411.2","1,694.0","50.9","120.7","22.9","13.9","167.5","707.3","795.8","856.7","6,897.1","406.9","10.5","0.6"
"2011100000","2011","00000","All Japan","","0.465","1.4","50.5","171.3","93.9","14.2","53.5","30.18","18.60","14.95","110.4","70.2","370.5","3,208.6","42.8","14.70","4.21","5.72","2.81","0.53","5.00","1.75","4.64","8.91","10.62","6.31","3.96","21.55","0.80","27.63","2.16","13.44","824.1","200.6","48.8","211.2","396.8","1,847.0","58.8","89.7","25.2","18.7","127.7","709.1","862.3","951.7","6,490.1","143.7","8.9","6.4"
"2011100000","2011","01000","Hokkaido","","0.383","0.1","38.7","231.9","95.7","17.0","52.8","21.24","28.00","14.57","83.0","54.0","213.5","2,809.3","40.3","13.63","4.10","5.90","2.14","1.46","3.33","1.22","9.19","8.54","12.89","4.99","4.51","20.43","0.30","26.24","3.33","16.65","1,007.8","226.8","60.5","237.5","358.6","1,757.3","61.1","127.3","22.7","24.9","143.0","846.2","1,037.2","944.9","8,283.6","84.6","8.7","2.4"
"2011100000","2011","02000","Aomori-ken","","0.307","0.7","36.4","173.4","96.2","19.7","52.5","16.69","31.83","17.62","66.2","56.8","173.1","2,590.8","36.9","12.72","3.68","4.86","2.79","1.08","5.09","2.75","8.41","9.86","9.65","4.05","6.80","19.49","1.11","24.16","2.65","18.63","1,104.6","226.5","57.4","220.7","457.6","1,590.2","89.5","103.7","22.7","37.0","155.6","890.2","976.9","1,030.9","6,198.5","105.6","10.8","8.1"
"2011100000","2011","03000","Iwate-ken","","0.296","3.5","33.6","122.4","93.5","20.7","41.8","8.33","28.80","31.02","67.0","52.5","152.9","2,575.3","37.9","16.96","2.26","3.40","1.71","0.31","8.54","6.38","5.71","8.70","6.07","2.34","5.61","12.20","5.82","14.42","1.33","14.83","1,604.2","350.5","54.6","234.1","418.0","1,466.8","126.6","110.7","22.3","36.6","167.2","913.0","1,085.7","1,173.2","7,417.1","237.5","12.9","83.1"
"2011100000","2011","04000","Miyagi-ken","","0.505","5.8","36.9","86.5","93.3","18.3","41.0","11.48","24.37","33.01","80.7","52.4","240.7","2,894.7","39.9","25.78","2.38","3.24","1.74","0.25","7.17","6.46","3.48","9.82","5.16","2.93","3.78","13.23","5.16","14.89","1.04","13.10","1,446.6","430.6","45.7","223.0","369.4","1,568.7","99.9","82.7","22.7","25.3","145.7","734.4","838.3","1,478.5","6,909.8","165.2","9.1","88.6"
"2011100000","2011","05000","Akita-ken","","0.275","1.1","41.0","197.6","89.8","16.7","47.5","13.32","30.85","13.25","65.3","53.0","146.0","2,565.2","37.1","11.30","3.41","5.26","1.98","0.29","4.72","1.51","8.75","18.79","10.13","3.87","4.93","17.64","0.35","22.74","1.27","16.31","1,153.4","213.8","56.6","243.3","411.6","1,580.2","75.4","125.2","23.6","26.9","158.5","887.0","1,205.5","974.0","7,038.0","385.4","11.9","4.8"
"2011100000","2011","06000","Yamagata-ken","","0.314","1.1","39.2","194.3","93.8","14.7","51.4","16.34","31.23","13.75","72.3","53.5","144.8","2,569.8","40.4","12.86","3.24","5.78","2.79","0.34","4.30","2.86","6.83","13.68","11.05","4.55","4.63","19.99","0.28","26.73","1.40","14.42","971.5","184.5","43.8","231.2","393.5","1,640.4","64.3","110.1","23.5","21.1","155.4","917.1","984.9","1,105.8","8,013.3","75.1","10.6","3.2"
"2011100000","2011","07000","Fukushima-ken","","0.418","1.2","25.2","60.3","95.0","11.1","27.2","8.34","16.86","49.09","72.2","58.8","154.8","2,687.5","40.1","14.93","2.64","2.52","1.26","0.19","21.60","1.52","3.17","8.58","4.82","1.94","4.65","10.57","1.85","12.20","1.28","9.24","1,667.7","315.8","57.0","226.9","338.4","1,617.7","281.1","94.5","21.8","25.4","165.4","824.5","958.2","870.8","6,687.4","297.5","12.0","47.5"
"2011100000","2011","08000","Ibaraki-ken","","0.603","1.0","47.5","173.4","91.6","14.7","52.6","26.98","20.84","14.86","99.9","68.1","257.2","3,063.3","42.4","12.88","3.84","5.17","3.04","0.38","4.60","2.31","4.72","11.09","12.28","5.02","5.31","23.27","3.02","28.39","2.00","11.67","794.6","165.0","43.9","190.0","344.1","1,808.3","56.7","93.1","19.8","21.3","136.4","739.9","930.5","867.9","5,410.8","214.8","8.1","24.8"
"2011100000","2011","09000","Tochigi-ken","","0.559","1.5","52.4","137.9","91.0","13.7","51.9","27.76","19.35","12.94","98.6","72.7","192.1","2,983.4","43.4","13.13","3.82","4.96","3.46","0.43","4.71","2.22","4.56","13.52","9.94","5.38","4.87","23.51","0.87","28.75","1.88","12.82","782.2","163.9","41.1","186.0","372.5","1,713.5","51.7","83.3","21.0","19.1","132.8","739.2","805.0","896.5","5,029.1","20.8","9.5","8.5"
"2011100000","2011","10000","Gumma-ken","","0.554","1.0","53.7","144.8","96.7","14.3","49.6","26.86","18.18","11.65","94.7","70.3","233.7","2,930.1","42.2","13.98","3.98","5.73","3.62","0.35","3.84","1.62","5.20","16.40","10.84","5.75","5.12","23.42","0.15","30.07","2.96","14.11","788.4","172.1","43.8","202.2","395.7","1,795.9","48.9","84.0","22.1","20.7","141.6","713.7","889.1","904.8","6,814.8","267.2","12.0","1.2"
"2011100000","2011","11000","Saitama-ken","","0.740","0.4","53.1","215.2","96.9","9.7","61.1","42.49","12.72","10.88","110.6","61.6","174.6","3,305.2","44.9","16.82","5.50","6.59","3.67","0.69","4.08","1.40","1.38","1.45","9.01","8.58","5.10","32.30","0.05","39.29","2.40","9.62","540.3","147.6","38.0","156.0","337.9","1,800.3","38.5","59.5","19.3","16.1","107.5","591.9","729.3","826.5","6,361.6","38.7","6.8","0.4"
"2011100000","2011","12000","Chiba-ken","","0.752","1.0","58.7","164.9","94.7","10.1","53.3","36.77","11.36","11.60","115.3","63.3","238.6","3,408.8","45.1","14.28","4.77","6.14","2.83","0.36","4.48","1.00","2.34","12.56","7.29","8.24","5.60","27.59","0.67","35.16","2.20","9.45","600.3","148.5","37.7","157.8","338.1","1,835.2","47.5","51.6","22.3","18.5","112.2","654.7","772.8","835.3","5,926.6","70.2","6.9","4.8"
"2011100000","2011","13000","Tokyo-to","","0.961","3.6","84.2","95.1","95.2","12.8","72.0","66.42","0.06","7.04","199.4","107.6","1,292.4","4,097.9","47.9","13.30","4.41","4.63","3.45","0.58","3.95","0.73","0.33","5.58","13.92","9.94","2.73","15.52","0.02","24.48","2.08","12.74","818.7","228.3","57.6","222.8","584.7","2,157.5","52.8","95.8","45.8","22.3","115.9","761.6","1,090.9","1,078.3","6,205.6","84.3","7.9","0.4"
"2011100000","2011","14000","Kanagawa-ken","","0.913","0.4","63.8","190.3","95.0","7.3","64.9","53.62","4.70","10.46","134.9","72.9","318.6","3,694.0","46.7","18.51","6.00","7.74","3.86","0.52","3.73","1.56","1.40","1.01","6.14","10.41","3.28","32.85","0.03","41.27","2.82","7.26","558.3","167.7","42.9","175.1","363.7","1,872.9","39.5","64.3","21.2","11.6","96.8","571.7","715.7","875.3","6,629.1","34.4","6.0","0.4"
"2011100000","2011","15000","Niigata-ken","","0.387","0.8","41.3","251.4","93.7","19.1","51.7","20.41","26.91","13.46","83.2","65.8","206.4","2,677.6","42.7","11.30","2.91","5.79","1.70","0.14","3.16","1.38","7.05","9.34","13.49","4.53","3.78","19.53","1.85","25.40","1.05","17.21","994.6","183.2","42.3","225.3","396.7","1,581.9","63.7","149.2","21.3","19.8","144.9","899.9","1,037.2","952.7","7,294.6","129.7","9.7","15.5"
"2011100000","2011","16000","Toyama-ken","","0.436","0.5","45.5","213.8","93.6","21.5","49.2","20.61","23.55","11.32","101.3","73.1","262.3","2,795.7","46.7","11.47","2.83","5.71","2.69","0.06","3.70","1.90","7.47","10.64","16.94","4.44","3.39","19.02","0.13","25.42","1.24","21.34","953.2","178.9","38.9","235.8","443.9","1,997.7","58.3","148.3","22.4","15.2","140.8","781.5","825.0","1,067.2","7,880.8","236.7","12.1","1.4"
"2011100000","2011","17000","Ishikawa-ken","","0.445","0.2","44.9","209.1","94.7","16.9","47.7","20.74","23.08","12.33","97.2","67.5","211.2","2,833.1","44.5","11.75","3.66","5.35","2.43","0.27","3.15","1.77","8.94","5.02","11.99","4.42","4.04","18.15","0.19","24.39","1.99","16.75","956.5","188.0","47.0","235.0","436.3","2,036.0","65.1","114.6","22.1","18.4","142.2","788.7","879.9","1,001.3","6,772.5","46.0","16.3","2.0"
"2011100000","2011","18000","Fukui-ken","","0.378","1.7","38.4","185.6","93.6","19.7","49.0","18.58","26.99","15.24","100.5","79.0","198.1","2,806.5","45.3","10.57","2.99","4.48","2.87","0.17","4.11","1.43","7.64","10.87","12.91","4.74","5.70","18.72","0.36","24.81","1.72","19.30","1,079.3","195.6","49.4","220.0","479.5","1,881.9","62.4","130.9","28.5","27.2","167.2","878.9","930.6","1,032.7","8,267.2","279.9","17.6","3.4"
"2011100000","2011","19000","Yamanashi-ken","","0.376","1.9","43.7","205.0","92.5","21.1","50.0","18.59","26.53","13.99","97.9","67.8","233.1","2,911.1","42.1","10.75","3.36","4.65","2.46","0.24","4.86","2.31","7.32","7.42","16.91","4.48","5.69","19.34","0.54","24.81","1.43","20.59","1,021.1","185.3","51.7","223.9","387.9","1,971.3","73.8","143.0","24.9","26.5","156.3","850.8","920.5","870.2","6,694.6","44.6","16.2","4.1"
"2011100000","2011","20000","Nagano-ken","","0.437","1.0","42.2","183.3","93.1","16.7","55.9","24.35","26.76","13.63","89.0","66.1","177.6","2,814.2","43.0","14.19","4.31","6.93","2.33","0.36","4.24","1.52","5.72","9.04","12.55","5.03","4.76","22.80","0.47","30.00","1.96","16.20","877.3","184.3","48.6","236.1","366.6","1,817.4","58.2","105.3","20.1","22.7","139.8","739.5","989.0","964.6","6,037.0","235.0","11.3","4.7"
"2011100000","2011","21000","Gifu-ken","","0.493","1.2","45.1","191.3","93.6","15.7","56.3","27.61","23.61","12.36","94.8","66.3","194.1","2,918.7","43.9","13.25","4.07","6.38","2.56","0.21","4.13","1.92","5.97","7.76","10.52","5.48","4.68","24.22","0.72","30.25","1.49","14.93","761.6","161.9","44.4","202.6","340.3","1,821.8","54.4","84.0","19.8","18.8","135.4","675.8","832.2","822.6","5,198.2","185.7","10.6","4.8"
"2011100000","2011","22000","Shizuoka-ken","","0.678","0.9","51.6","230.6","94.9","14.6","58.4","38.05","14.59","12.27","107.0","78.1","223.6","3,019.6","46.8","14.82","4.96","7.02","2.40","0.38","4.37","1.80","4.12","1.55","10.81","6.98","4.54","27.68","0.50","33.70","1.57","14.05","662.9","149.6","39.5","181.3","322.1","1,732.0","53.7","85.7","20.6","16.7","117.6","599.3","727.0","946.7","4,790.9","224.8","7.7","3.8"
"2011100000","2011","23000","Aichi-ken","","0.934","0.5","63.3","215.6","102.5","9.6","49.9","41.94","2.67","9.86","124.3","81.5","383.0","3,395.4","45.7","14.17","4.70","6.46","2.80","0.18","2.92","1.05","2.97","10.14","8.32","7.24","3.67","26.54","0.05","32.58","1.86","9.57","656.2","163.2","41.4","197.0","364.3","1,786.1","44.5","73.3","20.9","13.5","113.0","592.0","667.6","785.1","5,035.7","74.7","7.7","0.3"
"2011100000","2011","24000","Mie-ken","","0.546","1.0","45.9","182.6","97.1","18.4","55.4","29.48","20.31","12.53","100.7","72.9","310.8","3,053.0","43.7","15.07","4.44","6.38","3.40","0.48","5.86","1.23","6.13","1.76","12.79","5.58","4.96","25.85","1.02","33.37","1.76","17.40","756.6","174.7","44.9","196.2","378.1","1,748.8","67.1","89.1","20.5","19.3","132.0","711.9","853.7","924.6","7,938.3","321.2","7.4","6.2"
"2011100000","2011","25000","Shiga-ken","","0.536","0.4","46.2","206.2","93.8","12.3","57.4","29.99","22.77","11.92","106.3","69.9","168.3","3,136.5","43.0","14.25","4.64","5.73","3.32","0.29","5.29","1.86","4.99","5.04","10.06","5.76","4.89","27.27","0.04","34.38","1.87","12.25","734.4","167.9","45.8","207.2","363.0","1,677.1","59.6","71.5","20.1","18.9","142.0","664.8","812.6","870.1","5,807.3","527.4","11.8","0.3"
"2011100000","2011","26000","Kyoto-fu","","0.570","0.1","51.0","185.1","95.4","10.9","52.1","28.82","18.94","10.37","104.3","66.3","278.3","3,189.5","40.8","15.92","6.05","7.02","2.46","0.35","2.93","1.57","2.51","14.32","8.00","8.62","3.71","25.95","0.11","31.32","1.52","10.81","815.6","215.5","56.9","229.0","419.7","1,719.7","44.2","78.8","29.7","17.5","129.2","730.0","904.6","1,061.6","7,862.3","142.1","7.7","1.0"
"2011100000","2011","27000","Osaka-fu","","0.718","0.8","63.2","191.8","97.0","6.3","49.4","34.08","10.44","8.73","113.5","74.3","493.6","3,248.1","40.1","15.32","5.35","6.85","2.62","0.26","2.70","1.15","0.38","19.96","8.43","8.80","3.23","23.28","0.01","29.21","1.60","6.29","746.1","229.2","53.1","207.1","396.0","1,951.5","44.2","75.1","28.0","13.8","110.8","591.1","711.2","846.0","5,256.5","148.3","6.4","0.0"
"2011100000","2011","28000","Hyogo-ken","","0.588","0.1","56.5","194.5","99.3","11.6","44.7","26.15","14.84","9.69","108.2","70.5","228.8","3,349.6","41.8","12.54","4.41","5.23","2.65","0.19","2.60","1.32","4.55","18.29","10.90","6.03","3.17","21.61","0.70","26.32","1.38","10.92","804.9","189.2","47.9","198.7","368.2","1,824.3","48.5","94.7","23.2","13.3","122.9","658.8","786.8","1,020.1","7,230.5","260.2","7.4","3.5"
"2011100000","2011","29000","Nara-ken","","0.403","0.8","38.7","221.3","91.7","13.9","58.2","23.49","30.15","13.97","96.3","50.3","124.2","3,377.3","39.4","15.15","4.28","6.53","2.96","1.14","9.74","1.89","3.68","1.18","11.05","5.86","5.34","25.70","0.64","32.53","2.98","13.26","728.3","174.1","43.6","198.9","351.8","1,650.5","71.9","73.2","20.6","20.2","128.4","677.3","873.7","775.3","5,944.5","433.0","11.6","3.4"
"2011100000","2011","30000","Wakayama-ken","","0.315","1.5","39.0","166.6","92.6","20.2","48.8","15.25","29.92","14.21","83.2","60.3","267.7","2,918.4","37.9","12.48","3.85","5.27","2.34","0.68","3.70","1.59","5.56","14.66","14.44","5.31","4.49","20.01","1.74","27.23","2.05","18.48","1,032.1","218.3","58.8","234.9","406.5","1,847.6","73.3","124.5","29.1","21.7","155.3","869.9","1,041.4","924.1","6,946.1","237.0","9.8","18.5"
"2011100000","2011","31000","Tottori-ken","","0.257","6.9","30.4","196.3","88.8","20.7","57.8","14.08","37.65","15.96","75.0","57.9","134.2","2,596.2","40.6","13.64","3.73","5.72","3.53","0.38","4.27","2.69","8.93","2.90","15.13","4.92","5.38","21.15","0.80","26.79","1.94","19.86","1,103.0","228.6","59.5","239.8","517.1","1,611.0","68.8","136.0","28.4","28.4","167.3","831.5","1,039.5","1,253.9","8,404.7","138.2","18.0","7.9"
"2011100000","2011","32000","Shimane-ken","","0.229","1.9","36.3","185.7","89.7","22.0","48.4","11.37","33.39","15.64","76.7","58.2","136.2","2,621.6","41.6","10.18","2.90","4.75","2.31","0.06","4.28","1.62","8.33","14.38","15.89","3.72","3.68","17.00","0.23","21.78","1.98","21.72","1,389.4","233.8","62.3","262.9","497.9","1,738.6","89.1","179.1","28.0","23.5","187.1","943.3","1,183.1","1,271.3","8,678.1","659.6","19.3","4.5"
"2011100000","2011","33000","Okayama-ken","","0.480","0.6","46.9","191.6","92.0","12.8","55.9","26.88","24.11","11.34","92.1","65.2","311.9","2,873.7","41.7","13.83","3.91","7.36","2.14","0.20","3.53","0.62","14.73","2.21","9.12","6.22","4.43","24.07","0.81","30.41","1.73","11.99","787.4","183.7","43.5","222.2","361.4","1,755.7","55.4","85.4","22.3","19.0","130.3","710.0","824.6","908.6","6,081.5","434.2","8.9","4.4"
